lncRNA,mRNA
MALAT1 ,CNOT8
MALAT1 ,TCEAL1
MALAT1 ,EFTUD2
MALAT1 ,TXNL1
MALAT1 ,SLIT2
MALAT1 ,ITGBL1
MALAT1 ,RAB33A
MALAT1 ,RAB9A
MALAT1 ,SLC9A3R1
MALAT1 ,GRHPR
MALAT1 ,SLC22A14
MALAT1 ,SLC22A13
MALAT1 ,TGFBRAP1
MALAT1 ,NMT2
MALAT1 ,LPXN
MALAT1 ,FADS2
MALAT1 ,GSTO1
MALAT1 ,MAP4K4
MALAT1 ,EIF2AK3
MALAT1 ,SH3BP5
MALAT1 ,CHST3
MALAT1 ,MED20
MALAT1 ,PIGB
MALAT1 ,KIF23
MALAT1 ,MAGED1
MALAT1 ,GDF15
MALAT1 ,MPDU1
MALAT1 ,BAG2
MALAT1 ,GMFG
MALAT1 ,TP53I11
MALAT1 ,ATP6V1G1
MALAT1 ,SPAG7
MALAT1 ,CHD1L
MALAT1 ,VPS26A
MALAT1 ,H6PD
MALAT1 ,BCAR1
MALAT1 ,GTPBP1
MALAT1 ,NR1D1
MALAT1 ,KIF20B
MALAT1 ,CREB5
MALAT1 ,PRDX6
MALAT1 ,WTAP
MALAT1 ,NFE2L3
MALAT1 ,NFE2L3
MALAT1 ,MTRF1
MALAT1 ,ARHGEF10
MALAT1 ,IKBKE
MALAT1 ,MDC1
MALAT1 ,DZIP3
MALAT1 ,ZNF432
MALAT1 ,IPO13
MALAT1 ,SDC3
MALAT1 ,NUP93
MALAT1 ,RAPGEF2
MALAT1 ,CROCC
MALAT1 ,DHX34
MALAT1 ,SEMA3E
MALAT1 ,TMEM63A
MALAT1 ,HDAC9
MALAT1 ,USP34
MALAT1 ,SLK
MALAT1 ,PHACTR2
MALAT1 ,TOX
MALAT1 ,MLEC
MALAT1 ,SUSD6
MALAT1 ,PCLAF
MALAT1 ,RASSF2
MALAT1 ,BCLAF1
MALAT1 ,TM9SF4
MALAT1 ,DLGAP5
MALAT1 ,SPCS2
MALAT1 ,IP6K1
MALAT1 ,RNF40
MALAT1 ,RB1CC1
MALAT1 ,ARMCX2
MALAT1 ,ARHGAP11A
MALAT1 ,TRIM14
MALAT1 ,MELK
MALAT1 ,GINS1
MALAT1 ,PLEKHM1
MALAT1 ,KIAA0753
MALAT1 ,CEP350
MALAT1 ,CEP170
MALAT1 ,LRIG2
MALAT1 ,MED24
MALAT1 ,MAGI2
MALAT1 ,ZC3H11A
MALAT1 ,ZC3H11A
MALAT1 ,NUAK1
MALAT1 ,SV2A
MALAT1 ,KLHL21
MALAT1 ,SGSM2
MALAT1 ,NCAPD2
MALAT1 ,KIF14
MALAT1 ,DCLRE1A
MALAT1 ,GFPT2
MALAT1 ,GOLGA5
MALAT1 ,USP3
MALAT1 ,TNFSF15
MALAT1 ,THRAP3
MALAT1 ,MED12
MALAT1 ,RCE1
MALAT1 ,DMTF1
MALAT1 ,GNPDA1
MALAT1 ,HDAC6
MALAT1 ,SH2B3
MALAT1 ,GNE
MALAT1 ,TROAP
MALAT1 ,MED16
MALAT1 ,CHAF1A
MALAT1 ,TOM1L1
MALAT1 ,MAMLD1
MALAT1 ,DNAJB6
MALAT1 ,SMC4
MALAT1 ,ABCC9
MALAT1 ,DPP3
MALAT1 ,GPC6
MALAT1 ,ARPC1B
MALAT1 ,NUBP2
MALAT1 ,RAD50
MALAT1 ,KIF20A
MALAT1 ,ACTR1B
MALAT1 ,ZNF263
MALAT1 ,LRPPRC
MALAT1 ,TRAP1
MALAT1 ,RBM12
MALAT1 ,YAF2
MALAT1 ,TOB1
MALAT1 ,PLXNC1
MALAT1 ,TRIM28
MALAT1 ,FARP1
MALAT1 ,LPCAT3
MALAT1 ,RCL1
MALAT1 ,LHFPL6
MALAT1 ,PRMT3
MALAT1 ,FLOT1
MALAT1 ,GDF11
MALAT1 ,TRIB1
MALAT1 ,ZNF443
MALAT1 ,MFSD10
MALAT1 ,COQ7
MALAT1 ,RCAN2
MALAT1 ,LRRC23
MALAT1 ,LRRC17
MALAT1 ,CALCOCO2
MALAT1 ,GPHN
MALAT1 ,RABEPK
MALAT1 ,ZMPSTE24
MALAT1 ,AKAP8
MALAT1 ,STUB1
MALAT1 ,BET1
MALAT1 ,BCAS2
MALAT1 ,BCKDK
MALAT1 ,KATNB1
MALAT1 ,SNAPC5
MALAT1 ,ZNF267
MALAT1 ,VPS26C
MALAT1 ,TNIP1
MALAT1 ,RRAGB
MALAT1 ,TLR6
MALAT1 ,MRVI1
MALAT1 ,CCL26
MALAT1 ,ABCA8
MALAT1 ,NPM3
MALAT1 ,HMG20B
MALAT1 ,BTN2A2
MALAT1 ,SCML2
MALAT1 ,CEPT1
MALAT1 ,ANAPC10
MALAT1 ,NDC80
MALAT1 ,ARIH2
MALAT1 ,SEC24B
MALAT1 ,IFI30
MALAT1 ,MCRS1
MALAT1 ,PPIE
MALAT1 ,GPNMB
MALAT1 ,TACC3
MALAT1 ,COG5
MALAT1 ,EIF3M
MALAT1 ,VTI1B
MALAT1 ,STK25
MALAT1 ,CARM1
MALAT1 ,NCOA2
MALAT1 ,FBXW10
MALAT1 ,FBXW10
MALAT1 ,HYOU1
MALAT1 ,IPO8
MALAT1 ,PITRM1
MALAT1 ,RNASEH2A
MALAT1 ,P3H3
MALAT1 ,GLRX3
MALAT1 ,ARPC1A
MALAT1 ,HTATIP2
MALAT1 ,AGPAT1
MALAT1 ,RPP38
MALAT1 ,SLC19A2
MALAT1 ,ARFGEF1
MALAT1 ,SLU7
MALAT1 ,MRPL28
MALAT1 ,TACC2
MALAT1 ,AHSA1
MALAT1 ,CDC42EP3
MALAT1 ,TBL3
MALAT1 ,POLR3G
MALAT1 ,POLR3C
MALAT1 ,TRIM16
MALAT1 ,RAD51AP1
MALAT1 ,IGF2BP2
MALAT1 ,PRELID3A
MALAT1 ,CGRRF1
MALAT1 ,GNA13
MALAT1 ,AVIL
MALAT1 ,GMEB1
MALAT1 ,RRH
MALAT1 ,CORIN
MALAT1 ,TBR1
MALAT1 ,POLQ
MALAT1 ,OGA
MALAT1 ,PLK4
MALAT1 ,RBBP9
MALAT1 ,PHTF1
MALAT1 ,MAP3K2
MALAT1 ,GIPC1
MALAT1 ,ZNF274
MALAT1 ,WDR4
MALAT1 ,VAMP5
MALAT1 ,ENTR1
MALAT1 ,HSPH1
MALAT1 ,SPINT3
MALAT1 ,FRS2
MALAT1 ,TUBGCP2
MALAT1 ,SRCAP
MALAT1 ,RUVBL2
MALAT1 ,PPARGC1A
MALAT1 ,LYVE1
MALAT1 ,TRAFD1
MALAT1 ,PNPLA6
MALAT1 ,EHMT2
MALAT1 ,FASTK
MALAT1 ,GPR75
MALAT1 ,AFG3L2
MALAT1 ,AP3M2
MALAT1 ,MLLT11
MALAT1 ,CLP1
MALAT1 ,IMMT
MALAT1 ,SLC38A3
MALAT1 ,KIF2C
MALAT1 ,IL24
MALAT1 ,RAB31
MALAT1 ,ABHD2
MALAT1 ,WWP2
MALAT1 ,DUS4L
MALAT1 ,UBE2C
MALAT1 ,CYB561D2
MALAT1 ,TRIOBP
MALAT1 ,ESM1
MALAT1 ,DIDO1
MALAT1 ,ATE1
MALAT1 ,RPP14
MALAT1 ,PRDM4
MALAT1 ,HIBADH
MALAT1 ,CIT
MALAT1 ,EMILIN1
MALAT1 ,BTN2A1
MALAT1 ,POLR3A
MALAT1 ,ZWINT
MALAT1 ,KPTN
MALAT1 ,CORO1A
MALAT1 ,NUDT4
MALAT1 ,WDHD1
MALAT1 ,ZNF277
MALAT1 ,RASSF1
MALAT1 ,NISCH
MALAT1 ,WBP4
MALAT1 ,AKAP10
MALAT1 ,DDX20
MALAT1 ,DUSP10
MALAT1 ,GALNT5
MALAT1 ,POLG2
MALAT1 ,RNF24
MALAT1 ,GPR176
MALAT1 ,SP140
MALAT1 ,DUSP12
MALAT1 ,B4GALT7
MALAT1 ,PDAP1
MALAT1 ,OIP5
MALAT1 ,RNF13
MALAT1 ,SYNPO
MALAT1 ,TFEC
MALAT1 ,RASA3
MALAT1 ,MTF2
MALAT1 ,COBLL1
MALAT1 ,ADNP2
MALAT1 ,LMTK2
MALAT1 ,ICK
MALAT1 ,FNDC3A
MALAT1 ,ZNF510
MALAT1 ,NLGN1
MALAT1 ,KHDC4
MALAT1 ,MSRB2
MALAT1 ,PLA2R1
MALAT1 ,HABP4
MALAT1 ,SEPHS2
MALAT1 ,ELL2
MALAT1 ,SCMH1
MALAT1 ,TPX2
MALAT1 ,TCF25
MALAT1 ,KLHDC10
MALAT1 ,KLHDC10
MALAT1 ,RAB21
MALAT1 ,STK38L
MALAT1 ,SPEN
MALAT1 ,EXOSC7
MALAT1 ,PDZRN3
MALAT1 ,SMG1
MALAT1 ,NCOA6
MALAT1 ,TBC1D9B
MALAT1 ,GGA2
MALAT1 ,UHRF1BP1L
MALAT1 ,SWAP70
MALAT1 ,AVL9
MALAT1 ,TRIM35
MALAT1 ,PEG10
MALAT1 ,KIF1B
MALAT1 ,ZBTB43
MALAT1 ,SPART
MALAT1 ,CLASP2
MALAT1 ,PLXND1
MALAT1 ,GPATCH8
MALAT1 ,ZZEF1
MALAT1 ,SEPT6
MALAT1 ,SNX13
MALAT1 ,ZCCHC14
MALAT1 ,SEPT8
MALAT1 ,CEP68
MALAT1 ,RGL1
MALAT1 ,CYFIP1
MALAT1 ,FAF2
MALAT1 ,FAM168A
MALAT1 ,PLEKHM2
MALAT1 ,JMJD6
MALAT1 ,SULF1
MALAT1 ,FBXO28
MALAT1 ,RRP12
MALAT1 ,SYNE2
MALAT1 ,VPS13A
MALAT1 ,ANKRD28
MALAT1 ,BOP1
MALAT1 ,RPRD2
MALAT1 ,ANKRD12
MALAT1 ,DNMBP
MALAT1 ,ATMIN
MALAT1 ,EHBP1
MALAT1 ,NCAPD3
MALAT1 ,TRIM2
MALAT1 ,WASHC4
MALAT1 ,NEDD4L
MALAT1 ,CLASP1
MALAT1 ,WDR7
MALAT1 ,SYNE1
MALAT1 ,DOCK9
MALAT1 ,USP24
MALAT1 ,FNBP4
MALAT1 ,OBSL1
MALAT1 ,ARHGEF12
MALAT1 ,LARP1
MALAT1 ,PUM2
MALAT1 ,TNS2
MALAT1 ,SMG5
MALAT1 ,MED13L
MALAT1 ,ZDHHC17
MALAT1 ,NCAPH
MALAT1 ,COTL1
MALAT1 ,TDRD7
MALAT1 ,RYBP
MALAT1 ,AP4E1
MALAT1 ,GPR161
MALAT1 ,HEY1
MALAT1 ,CBX5
MALAT1 ,CAPN7
MALAT1 ,QPRT
MALAT1 ,BRD4
MALAT1 ,ISCU
MALAT1 ,ZFYVE26
MALAT1 ,MORC3
MALAT1 ,MTREX
MALAT1 ,NNT
MALAT1 ,MMD
MALAT1 ,TTC33
MALAT1 ,PIGN
MALAT1 ,WBP2
MALAT1 ,DDAH2
MALAT1 ,CARHSP1
MALAT1 ,PHLDA3
MALAT1 ,SH3BP1
MALAT1 ,BACE1
MALAT1 ,SSBP2
MALAT1 ,LY96
MALAT1 ,PPP1R15A
MALAT1 ,POLA2
MALAT1 ,SLC7A11
MALAT1 ,ZKSCAN5
MALAT1 ,TMEFF2
MALAT1 ,GSPT2
MALAT1 ,GABARAPL1
MALAT1 ,SHPK
MALAT1 ,BHMT2
MALAT1 ,PPIL2
MALAT1 ,MAFF
MALAT1 ,FLRT3
MALAT1 ,FLRT2
MALAT1 ,KIF4A
MALAT1 ,FTSJ1
MALAT1 ,HYPK
MALAT1 ,TBC1D22A
MALAT1 ,RASGRP3
MALAT1 ,CIZ1
MALAT1 ,LSM4
MALAT1 ,BAMBI
MALAT1 ,TNFAIP8
MALAT1 ,DNAJB5
MALAT1 ,FBXL2
MALAT1 ,NIPBL
MALAT1 ,METTL7A
MALAT1 ,ANAPC13
MALAT1 ,NEPRO
MALAT1 ,LETMD1
MALAT1 ,ZNF473
MALAT1 ,RCHY1
MALAT1 ,OLFML2B
MALAT1 ,TMEM158
MALAT1 ,C1orf43
MALAT1 ,RTTN
MALAT1 ,THUMPD3
MALAT1 ,ZNF521
MALAT1 ,ZNF385A
MALAT1 ,KBTBD2
MALAT1 ,SYF2
MALAT1 ,PNKD
MALAT1 ,KANK2
MALAT1 ,TMEM87A
MALAT1 ,TIPARP
MALAT1 ,CHMP2B
MALAT1 ,TSKU
MALAT1 ,HIGD1A
MALAT1 ,IBTK
MALAT1 ,CLIP3
MALAT1 ,C2CD3
MALAT1 ,TKFC
MALAT1 ,ZZZ3
MALAT1 ,LRIG1
MALAT1 ,UPF2
MALAT1 ,OSBPL3
MALAT1 ,GLCE
MALAT1 ,ZNF451
MALAT1 ,LRRTM2
MALAT1 ,SLITRK5
MALAT1 ,WIPI2
MALAT1 ,SERBP1
MALAT1 ,PHF19
MALAT1 ,C10orf12
MALAT1 ,NAT9
MALAT1 ,NOC2L
MALAT1 ,RSL1D1
MALAT1 ,OR1A2
MALAT1 ,PTPN22
MALAT1 ,PITPNC1
MALAT1 ,FBXL4
MALAT1 ,OR2K2
MALAT1 ,KLHL3
MALAT1 ,SLC13A4
MALAT1 ,FBXO5
MALAT1 ,GBGT1
MALAT1 ,HSPB8
MALAT1 ,NUPR1
MALAT1 ,CHIC2
MALAT1 ,LATS2
MALAT1 ,ITGB1BP2
MALAT1 ,TBL2
MALAT1 ,SNORD63
MALAT1 ,SNORD52
MALAT1 ,STEAP1
MALAT1 ,CHORDC1
MALAT1 ,AP3M1
MALAT1 ,TRUB2
MALAT1 ,BEX3
MALAT1 ,MLH3
MALAT1 ,TRMT2A
MALAT1 ,PELP1
MALAT1 ,SND1
MALAT1 ,ANKRD1
MALAT1 ,STAU2
MALAT1 ,B9D1
MALAT1 ,RPUSD2
MALAT1 ,FOXP1
MALAT1 ,UQCRQ
MALAT1 ,ST6GALNAC4
MALAT1 ,CACYBP
MALAT1 ,ZBTB11
MALAT1 ,AFF4
MALAT1 ,INTU
MALAT1 ,GPR162
MALAT1 ,SESN1
MALAT1 ,SRPX2
MALAT1 ,CRCP
MALAT1 ,ZNF544
MALAT1 ,RBMS3
MALAT1 ,ZNF330
MALAT1 ,RAB30
MALAT1 ,RPS6KA6
MALAT1 ,STK39
MALAT1 ,MCAT
MALAT1 ,SGSM3
MALAT1 ,TOR2A
MALAT1 ,POLM
MALAT1 ,MRPS18B
MALAT1 ,ACAD9
MALAT1 ,IFT81
MALAT1 ,DBNL
MALAT1 ,ASTE1
MALAT1 ,ATAD2
MALAT1 ,C16orf72
MALAT1 ,ZC3H7A
MALAT1 ,SETD2
MALAT1 ,CCDC59
MALAT1 ,UBE2T
MALAT1 ,PYCARD
MALAT1 ,TBK1
MALAT1 ,CLEC2D
MALAT1 ,ANKRD11
MALAT1 ,RACGAP1
MALAT1 ,UHRF1
MALAT1 ,PACSIN3
MALAT1 ,PARVB
MALAT1 ,UBN1
MALAT1 ,ALG5
MALAT1 ,SNX8
MALAT1 ,CPSF1
MALAT1 ,EEF2K
MALAT1 ,GMPPA
MALAT1 ,OSGIN1
MALAT1 ,TRHDE
MALAT1 ,STRN3
MALAT1 ,LRP12
MALAT1 ,UBQLN2
MALAT1 ,PILRB
MALAT1 ,NOP53
MALAT1 ,HUNK
MALAT1 ,DNTTIP2
MALAT1 ,EHD3
MALAT1 ,EHD2
MALAT1 ,TAX1BP3
MALAT1 ,RRM2B
MALAT1 ,G0S2
MALAT1 ,NOX4
MALAT1 ,SYCP3
MALAT1 ,CHST11
MALAT1 ,PPP1R14BP1
MALAT1 ,IL21R
MALAT1 ,CUZD1
MALAT1 ,TAS2R3
MALAT1 ,C6orf48
MALAT1 ,CLEC4A
MALAT1 ,IMPG2
MALAT1 ,SLC35B3
MALAT1 ,TPRKB
MALAT1 ,GLOD4
MALAT1 ,ATL1
MALAT1 ,CUTC
MALAT1 ,TFB1M
MALAT1 ,LACTB2
MALAT1 ,ZNF706
MALAT1 ,JPT1
MALAT1 ,VPS28
MALAT1 ,CYB5R4
MALAT1 ,HSD17B14
MALAT1 ,PLEKHO1
MALAT1 ,HSPA14
MALAT1 ,ZNF639
MALAT1 ,PLCE1
MALAT1 ,NUSAP1
MALAT1 ,RAB9B
MALAT1 ,PHF20
MALAT1 ,TMEM69
MALAT1 ,TMEM216
MALAT1 ,CDKL3
MALAT1 ,KLF3
MALAT1 ,DNAJC27
MALAT1 ,GOLM1
MALAT1 ,BFAR
MALAT1 ,GCNT4
MALAT1 ,SLC22A17
MALAT1 ,AMZ2
MALAT1 ,ARL6IP4
MALAT1 ,DACT1
MALAT1 ,ZNF117
MALAT1 ,UBR5
MALAT1 ,WNT16
MALAT1 ,ZNF589
MALAT1 ,TRPV2
MALAT1 ,PPME1
MALAT1 ,POLK
MALAT1 ,SNX9
MALAT1 ,SFMBT1
MALAT1 ,EVL
MALAT1 ,HSD17B7
MALAT1 ,CHMP5
MALAT1 ,GTSE1
MALAT1 ,DTL
MALAT1 ,PHF7
MALAT1 ,NT5DC3
MALAT1 ,ARMCX3
MALAT1 ,ESF1
MALAT1 ,AZIN1
MALAT1 ,PCF11
MALAT1 ,MED15
MALAT1 ,TRIM33
MALAT1 ,TRMT6
MALAT1 ,ATP6V1H
MALAT1 ,TAF9B
MALAT1 ,RBMX2
MALAT1 ,GINS2
MALAT1 ,ASB1
MALAT1 ,TRAPPC2L
MALAT1 ,HECA
MALAT1 ,ZNF44
MALAT1 ,RAB23
MALAT1 ,CAB39
MALAT1 ,UIMC1
MALAT1 ,POLR3K
MALAT1 ,RAPGEF6
MALAT1 ,ERAP1
MALAT1 ,INPP5K
MALAT1 ,GALNT7
MALAT1 ,BTBD1
MALAT1 ,TM6SF1
MALAT1 ,LRP1B
MALAT1 ,TPCN1
MALAT1 ,PTOV1
MALAT1 ,GPR84
MALAT1 ,IL20RB
MALAT1 ,PCBP3
MALAT1 ,SETD4
MALAT1 ,C21orf91
MALAT1 ,ERRFI1
MALAT1 ,GPR85
MALAT1 ,GNG2
MALAT1 ,TAS2R5
MALAT1 ,SSH1
MALAT1 ,ANLN
MALAT1 ,FBXO42
MALAT1 ,TAF7L
MALAT1 ,MRPS21
MALAT1 ,MIEF1
MALAT1 ,PLEKHA5
MALAT1 ,PIMREG
MALAT1 ,DGCR8
MALAT1 ,SMOX
MALAT1 ,RBM47
MALAT1 ,ZDHHC13
MALAT1 ,DHX29
MALAT1 ,PCDH18
MALAT1 ,CCDC93
MALAT1 ,ANKRD16
MALAT1 ,MTMR12
MALAT1 ,DDX49
MALAT1 ,SGTB
MALAT1 ,SPATA6
MALAT1 ,LZTFL1
MALAT1 ,INO80
MALAT1 ,PAF1
MALAT1 ,RSBN1
MALAT1 ,LRRN3
MALAT1 ,CROT
MALAT1 ,RRN3
MALAT1 ,RRN3
MALAT1 ,GPN2
MALAT1 ,MARCH5
MALAT1 ,MPHOSPH8
MALAT1 ,IL17RD
MALAT1 ,BORCS6
MALAT1 ,KCTD9
MALAT1 ,BNC2
MALAT1 ,KLHL24
MALAT1 ,TRIT1
MALAT1 ,CNNM2
MALAT1 ,AHI1
MALAT1 ,SAMD9
MALAT1 ,ZNF562
MALAT1 ,AFTPH
MALAT1 ,QPCTL
MALAT1 ,NDE1
MALAT1 ,ERCC6L
MALAT1 ,TRPM7
MALAT1 ,ASPN
MALAT1 ,VPS13C
MALAT1 ,GDAP2
MALAT1 ,MFSD6
MALAT1 ,SYTL2
MALAT1 ,PGPEP1
MALAT1 ,SNRK
MALAT1 ,FNBP1L
MALAT1 ,ZCCHC2
MALAT1 ,DPP8
MALAT1 ,ST7L
MALAT1 ,TBC1D8B
MALAT1 ,UHRF1BP1
MALAT1 ,NSUN2
MALAT1 ,NCAPG2
MALAT1 ,PQLC2
MALAT1 ,ELOVL2
MALAT1 ,TTC19
MALAT1 ,RPP25
MALAT1 ,TMEM161A
MALAT1 ,SARS2
MALAT1 ,COMMD4
MALAT1 ,LINC01521
MALAT1 ,LPCAT2
MALAT1 ,MRPL16
MALAT1 ,COMMD8
MALAT1 ,TRNAU1AP
MALAT1 ,ODR4
MALAT1 ,C1orf109
MALAT1 ,TXNL4B
MALAT1 ,UCKL1
MALAT1 ,TMEM70
MALAT1 ,INTS11
MALAT1 ,C1orf123
MALAT1 ,OXSM
MALAT1 ,TMCO3
MALAT1 ,RMND1
MALAT1 ,C19orf24
MALAT1 ,MCUB
MALAT1 ,NOL8
MALAT1 ,PLEKHB2
MALAT1 ,REX1BD
MALAT1 ,PDPR
MALAT1 ,ENOX1
MALAT1 ,UACA
MALAT1 ,SLC38A4
MALAT1 ,ANO1
MALAT1 ,PLEKHJ1
MALAT1 ,SLC6A15
MALAT1 ,PRPF38B
MALAT1 ,HEATR1
MALAT1 ,HEATR1
MALAT1 ,ARMC4
MALAT1 ,CDCA8
MALAT1 ,THAP1
MALAT1 ,TMEM38B
MALAT1 ,SDAD1
MALAT1 ,TMEM33
MALAT1 ,CEP55
MALAT1 ,MRPS10
MALAT1 ,SEC61A2
MALAT1 ,MRM3
MALAT1 ,NUDT11
MALAT1 ,RPRD1A
MALAT1 ,SBNO1
MALAT1 ,ARL8B
MALAT1 ,DCUN1D2
MALAT1 ,SETD5
MALAT1 ,ATAD3A
MALAT1 ,RCBTB1
MALAT1 ,FANCI
MALAT1 ,FANCI
MALAT1 ,NKAPD1
MALAT1 ,RAVER2
MALAT1 ,LRRC1
MALAT1 ,STEAP3
MALAT1 ,UQCC1
MALAT1 ,CCDC25
MALAT1 ,NEIL3
MALAT1 ,TMEM206
MALAT1 ,C7orf43
MALAT1 ,NUDT15
MALAT1 ,TMEM100
MALAT1 ,VPS53
MALAT1 ,VPS53
MALAT1 ,ZNF654
MALAT1 ,FBXW7
MALAT1 ,CCDC91
MALAT1 ,RFK
MALAT1 ,C5orf22
MALAT1 ,ACER3
MALAT1 ,C19orf66
MALAT1 ,WDR33
MALAT1 ,LSG1
MALAT1 ,STRBP
MALAT1 ,HJURP
MALAT1 ,SLC22A15
MALAT1 ,TBC1D2
MALAT1 ,STYK1
MALAT1 ,PI4K2A
MALAT1 ,MCM10
MALAT1 ,CSGALNACT2
MALAT1 ,DNAJA4
MALAT1 ,PARL
MALAT1 ,CHST12
MALAT1 ,TNFRSF19
MALAT1 ,H2AFY2
MALAT1 ,SLC35E3
MALAT1 ,ELAC1
MALAT1 ,DHTKD1
MALAT1 ,MAML3
MALAT1 ,ZNF823
MALAT1 ,SOX6
MALAT1 ,PLXNA3
MALAT1 ,GALNT10
MALAT1 ,BMP2K
MALAT1 ,OTUD5
MALAT1 ,ZCCHC8
MALAT1 ,CDKN2AIP
MALAT1 ,ANKRD10
MALAT1 ,ZNF280C
MALAT1 ,VPS50
MALAT1 ,ASAP3
MALAT1 ,TASP1
MALAT1 ,DEPDC1
MALAT1 ,BTBD2
MALAT1 ,HIF1AN
MALAT1 ,NPLOC4
MALAT1 ,MFN1
MALAT1 ,PPP4R3A
MALAT1 ,NBPF1
MALAT1 ,LIMS2
MALAT1 ,TRMU
MALAT1 ,PACS1
MALAT1 ,FAR2
MALAT1 ,ASF1B
MALAT1 ,C1orf112
MALAT1 ,TMEM184C
MALAT1 ,RCOR3
MALAT1 ,TTC17
MALAT1 ,ZNF701
MALAT1 ,IFT122
MALAT1 ,PRR11
MALAT1 ,MBD5
MALAT1 ,RIOK2
MALAT1 ,FGD6
MALAT1 ,FGD6
MALAT1 ,ZNF415
MALAT1 ,DEPDC1B
MALAT1 ,CSGALNACT1
MALAT1 ,MINDY1
MALAT1 ,MBNL3
MALAT1 ,METTL2B
MALAT1 ,ADAP2
MALAT1 ,UTP6
MALAT1 ,RNF130
MALAT1 ,VPS11
MALAT1 ,PAG1
MALAT1 ,EAPP
MALAT1 ,TEX2
MALAT1 ,DBNDD2
MALAT1 ,HDAC8
MALAT1 ,PBK
MALAT1 ,MYNN
MALAT1 ,THSD1
MALAT1 ,ACSS2
MALAT1 ,ZC4H2
MALAT1 ,CMAS
MALAT1 ,DMAP1
MALAT1 ,KLHL9
MALAT1 ,MOSPD1
MALAT1 ,SUSD2
MALAT1 ,SERTAD4
MALAT1 ,LRRC8A
MALAT1 ,METTL3
MALAT1 ,TWNK
MALAT1 ,TRIM39
MALAT1 ,NRIP3
MALAT1 ,CFAP298
MALAT1 ,AGPAT4
MALAT1 ,SH3GLB2
MALAT1 ,THAP10
MALAT1 ,SPIRE1
MALAT1 ,C1GALT1
MALAT1 ,PAK6
MALAT1 ,GPR108
MALAT1 ,SPPL2B
MALAT1 ,ARNTL2
MALAT1 ,OLFML3
MALAT1 ,EMSY
MALAT1 ,SMYD2
MALAT1 ,OTUD7B
MALAT1 ,PARP6
MALAT1 ,PRDM10
MALAT1 ,KIF15
MALAT1 ,ADAMTS9
MALAT1 ,AKR1B10
MALAT1 ,CCNL1
MALAT1 ,CHRNA10
MALAT1 ,KNL1
MALAT1 ,ENTPD7
MALAT1 ,PCNP
MALAT1 ,PCNP
MALAT1 ,C12orf4
MALAT1 ,TIGAR
MALAT1 ,NAT14
MALAT1 ,CAMK1D
MALAT1 ,CD248
MALAT1 ,LYRM4
MALAT1 ,CHMP1B
MALAT1 ,ADCK1
MALAT1 ,SCYL3
MALAT1 ,LYRM1
MALAT1 ,SMURF1
MALAT1 ,PHTF2
MALAT1 ,PELI1
MALAT1 ,CAMK1G
MALAT1 ,CORO1B
MALAT1 ,ZMIZ1
MALAT1 ,THOC2
MALAT1 ,VN1R1
MALAT1 ,ADGRG6
MALAT1 ,CEMIP
MALAT1 ,KIAA0485
MALAT1 ,ZNF286A
MALAT1 ,MRS2
MALAT1 ,RHOJ
MALAT1 ,SPC25
MALAT1 ,RHBDD2
MALAT1 ,ZNF490
MALAT1 ,USP31
MALAT1 ,HEG1
MALAT1 ,RIMKLB
MALAT1 ,INTS2
MALAT1 ,SERINC1
MALAT1 ,PDP2
MALAT1 ,SEMA6A
MALAT1 ,IFT80
MALAT1 ,ARRDC3
MALAT1 ,ARHGAP20
MALAT1 ,KIF17
MALAT1 ,ARHGAP21
MALAT1 ,MRTFA
MALAT1 ,HOMEZ
MALAT1 ,USP36
MALAT1 ,TSHZ3
MALAT1 ,VPS18
MALAT1 ,SHROOM3
MALAT1 ,CIP2A
MALAT1 ,PLEKHA4
MALAT1 ,KIAA1549
MALAT1 ,RNF213
MALAT1 ,ALS2
MALAT1 ,VAT1L
MALAT1 ,TNRC6C
MALAT1 ,ZNF317
MALAT1 ,DDX55
MALAT1 ,FANCM
MALAT1 ,SHTN1
MALAT1 ,SLC7A14
MALAT1 ,SLC7A14
MALAT1 ,SEMA4G
MALAT1 ,SCUBE2
MALAT1 ,TRIB3
MALAT1 ,ANKRA2
MALAT1 ,GATAD1
MALAT1 ,CCNB1IP1
MALAT1 ,PTBP2
MALAT1 ,ENOPH1
MALAT1 ,JAM2
MALAT1 ,ARHGAP22
MALAT1 ,RRAGD
MALAT1 ,SNX6
MALAT1 ,ZNF350
MALAT1 ,AVPI1
MALAT1 ,SLC25A19
MALAT1 ,EDA2R
MALAT1 ,SAV1
MALAT1 ,DHX35
MALAT1 ,RIC8A
MALAT1 ,ATG101
MALAT1 ,EEFSEC
MALAT1 ,ABHD4
MALAT1 ,PKNOX2
MALAT1 ,NAPB
MALAT1 ,GALNT11
MALAT1 ,CIDEC
MALAT1 ,XPNPEP3
MALAT1 ,ZNF667
MALAT1 ,NECAB3
MALAT1 ,CLSPN
MALAT1 ,KIF13A
MALAT1 ,SLC28A3
MALAT1 ,SMOC1
MALAT1 ,CENPK
MALAT1 ,TMBIM1
MALAT1 ,RRAGC
MALAT1 ,ADGRL4
MALAT1 ,XYLT1
MALAT1 ,NCAPG
MALAT1 ,ERAP2
MALAT1 ,P3H1
MALAT1 ,POPDC3
MALAT1 ,MMS19
MALAT1 ,SEMA4A
MALAT1 ,PJA1
MALAT1 ,TOR3A
